"SampleId","date","stn_id","lat","lon","stn_type","stn_elev","climate_type","aqua_night_lst","aqua_emis","aqua_ndvi","elev","pop","clc_artificial","clc_water","clc_bare","clc_vegetation","TempLabel"
"id_56",2003-01-01,5026001,44.6711111111111,6.77611111111111,"4",1666,"1",-5.63,0.986,0.1123,1717,205,0.21,0,0,0.79,"C"
"id_57",2003-01-01,5028001,44.4716666666667,5.78166666666667,"4",758,"6",2.01000000000005,0.984,0.456,769,6,0,0,0,1,"D"
"id_61",2003-01-01,5070001,44.3166666666667,5.82694444444444,"3",566,"6",3.83000000000004,0.982,0.3906,566,1133,0.495,0,0.01,0.495,"D"
"id_63",2003-01-01,5085001,44.9325,6.72583333333333,"4",1856,"2",-6.54999999999995,0.985,0.0243,1986,77,0.0525,0,0.065,0.8825,"B"
"id_64",2003-01-01,5093001,45.0216666666667,6.63,"3",1628,"2",-5.25,0.988,0.0591,1637,114,0,0,0,1,"B"
"id_66",2003-01-01,5101001,44.8763888888889,6.47916666666667,"4",1271,"1",-5.90999999999997,0.984,0.0591,1448,13,0,0,0.24,0.76,"C"
"id_67",2003-01-01,5118002,44.1983333333333,5.88111111111111,"4",528,"6",1.85000000000002,0.983,0.4953,623,4,0,0,0,1,"D"
"id_68",2003-01-01,5118003,44.2355555555556,5.855,"2",518,"6",0.110000000000014,0.986,0.3905,510,32,0,0,0.1775,0.8225,"D"
"id_69",2003-01-01,5126001,44.3875,5.46222222222222,"2",620,"6",2.45000000000005,0.984,0.4045,625,61,0,0,0.015,0.985,"D"
"id_70",2003-01-01,5132001,44.6816666666667,6.075,"3",1014,"2",0.430000000000007,0.984,0.3462,1012,171,0.135,0,0,0.865,"E"
"id_71",2003-01-01,5132002,44.685,6.08,"2",1044,"2",0.430000000000007,0.984,0.3462,1012,171,0.135,0,0,0.865,"D"
"id_72",2003-01-01,5139002,44.6944444444444,5.94055555555556,"4",1285,"1",-2.60999999999996,0.988,0.1021,1396,19,0.04,0,0,0.96,"D"
"id_73",2003-01-01,5142001,44.7819444444444,6.02388888888889,"4",946,"1",2.37,0.984,0.2965,898,55,0,0,0,1,"D"
"id_75",2003-01-01,5182001,44.8269444444445,6.14611111111111,"4",1083,"1",-5.50999999999999,0.988,0.1863,1227,19,0,0,0,1,"D"
"id_76",2003-01-01,5184002,44.4086111111111,5.95166666666667,"2",603,"6",0.610000000000014,0.985,0.3946,604,90,0.04,0,0.05,0.91,"D"
"id_77",2003-01-01,6004002,43.5647222222222,7.13305555555556,"3",70,"6",8.11000000000001,0.987,0.5734,28,515,0.94,0.06,0,0,"E"
"id_78",2003-01-01,6004009,43.5986111111111,7.10861111111111,"2",42,"6",5.45000000000005,0.977,0.4687,53,4190,1,0,0,0,"E"
"id_79",2003-01-01,6004012,43.5852777777778,7.12722222222222,"2",0,"6",5.05000000000001,0.983,0.473,28,5039,1,0,0,0,"E"
"id_80",2003-01-01,6005001,43.9233333333333,7.01333333333333,"2",1180,"6",2.33000000000004,0.984,0.5074,1129,79,0,0,0,1,"E"
"id_81",2003-01-01,6015001,43.8383333333333,7.32166666666667,"2",709,"6",5.71000000000004,0.984,0.6379,674,230,0.43,0,0,0.57,"E"
"id_82",2003-01-01,6016004,44.0888888888889,6.98944444444444,"2",1441,"1",-6.26999999999998,0.986,0.0256,1456,3,0,0,0.09,0.91,"C"
"id_83",2003-01-01,6022002,43.8230555555556,7.11805555555556,"2",737,"6",2.09000000000003,0.984,0.5305,623,230,0,0,0,1,"E"
"id_85",2003-01-01,6029001,43.5563888888889,6.95055555555556,"0",3,"8",5.39000000000004,0.975,0.4327,4,12,0.7825,0,0,0.2175,"E"
"id_86",2003-01-01,6033002,43.7863888888889,7.20944444444444,"2",77,"8",6.99000000000001,0.974,0.4815,88,350,0.4375,0,0.1825,0.38,"E"
"id_88",2003-01-01,6048003,43.8,7.31666666666667,"2",274,"6",5.81,0.983,0.5179,225,888,0.605,0,0,0.395,"D"
"id_89",2003-01-01,6050002,43.7944444444444,7.04138888888889,"2",1025,"6",0.270000000000039,0.984,0.4486,1028,274,0.23,0,0,0.77,"E"
"id_90",2003-01-01,6057001,43.8380555555556,7.355,"4",379,"6",3.25000000000006,0.983,0.4963,397,1258,0.46,0,0,0.54,"D"
"id_91",2003-01-01,6069008,43.6536111111111,6.93944444444444,"2",191,"8",5.37,0.976,0.4303,190,1880,0.375,0,0,0.625,"E"
"id_92",2003-01-01,6071001,44.0916666666667,6.85305555555555,"4",791,"2",-0.309999999999945,0.989,0.553,921,41,0,0,0.08,0.92,"C"
"id_93",2003-01-01,6071003,44.1,6.85,"2",896,"2",-0.309999999999945,0.989,0.553,921,41,0,0,0.08,0.92,"C"
"id_94",2003-01-01,6073005,44.1927777777778,7.13694444444444,"4",1868,"1",-7.88999999999999,0.984,0.0125,2103,2,0,0,0.365,0.635,"A"
"id_95",2003-01-01,6075006,43.8616666666667,7.23666666666667,"2",644,"6",3.85000000000002,0.984,0.6088,694,9,0,0,0,1,"E"
"id_96",2003-01-01,6077006,43.9291666666667,7.36333333333333,"1",1428,"6",2.47000000000003,0.982,0.6857,1360,40,0.28,0,0,0.72,"E"
"id_97",2003-01-01,6079002,43.5236111111111,6.89861111111111,"2",91,"8",6.73000000000002,0.985,0.6281,81,0,0,0,0,1,"E"
"id_98",2003-01-01,6083005,43.7858333333333,7.48861111111111,"2",197,"6",8.33000000000004,0.981,0.6283,123,1707,0.23,0,0,0.77,"E"
"id_100",2003-01-01,6084002,43.6119444444444,6.95111111111111,"2",162,"8",4.07000000000005,0.984,0.6066,101,34,0.1,0,0,0.9,"E"
"id_101",2003-01-01,6086001,43.9419444444444,7.41472222222222,"4",806,"6",3.05000000000001,0.984,0.5601,918,123,0,0,0,1,"E"
"id_102",2003-01-01,6088001,43.6488888888889,7.20888888888889,"0",2,"8",5.81,0.984,0.3941,1,0,0.77,0.23,0,0,"E"
"id_104",2003-01-01,6090001,43.5627777777778,6.89694444444444,"2",510,"8",7.29000000000002,0.982,0.7562,430,62,0,0,0,1,"E"
"id_105",2003-01-01,6091003,43.7752777777778,7.42833333333333,"2",1096,"6",3.21000000000004,0.984,0.5171,935,0,0,0,0,1,"E"
"id_106",2003-01-01,6094001,44.1,6.93333333333333,"4",1753,"1",-2.48999999999995,0.986,0.0263,1693,336,0.215,0,0,0.785,"B"
"id_107",2003-01-01,6094002,44.0997222222222,6.93083333333333,"1",1772,"1",-2.48999999999995,0.986,0.0263,1693,336,0.215,0,0,0.785,"D"
"id_109",2003-01-01,6106002,43.8763888888889,7.00611111111111,"2",405,"6",2.57000000000005,0.983,0.5315,510,61,0,0,0,1,"D"
"id_110",2003-01-01,6116002,43.8469444444444,6.72694444444444,"2",1044,"6",-0.25,0.984,0.5116,1060,71,0,0,0,1,"C"
"id_111",2003-01-01,6118001,43.6411111111111,6.79,"2",252,"8",4.29000000000002,0.982,0.6798,307,0,0,0,0,1,"E"
"id_113",2003-01-01,6127001,44.0722222222222,7.255,"4",999,"2",1.05000000000001,0.984,0.3919,1002,578,0.495,0,0,0.505,"E"
"id_114",2003-01-01,6127003,44.0738888888889,7.25805555555556,"2",1086,"2",1.05000000000001,0.984,0.3919,1002,578,0.495,0,0,0.505,"E"
"id_115",2003-01-01,6130001,43.7166666666667,6.83333333333333,"4",861,"6",2.75000000000006,0.984,0.456,1048,0,0,0,0.245,0.755,"D"
"id_116",2003-01-01,6130002,43.6913888888889,6.84305555555556,"2",691,"6",0.910000000000025,0.984,0.4138,686,193,0.1575,0,0,0.8425,"E"
"id_117",2003-01-01,6136003,43.8833333333333,7.45,"2",528,"8",1.09000000000003,0.984,0.5143,398,1483,0.72,0,0,0.28,"D"
"id_118",2003-01-01,6136004,43.8666666666667,7.43333333333333,"4",685,"6",3.29000000000002,0.982,0.5981,625,29,0,0,0,1,"E"
"id_119",2003-01-01,6148001,43.7080555555556,7.05583333333333,"2",317,"8",6.31,0.983,0.5662,286,329,0.43,0,0,0.57,"E"
"id_120",2003-01-01,6152002,43.6230555555556,7.02861111111111,"2",233,"8",5.45000000000005,0.982,0.6806,203,6,0.1975,0,0,0.8025,"E"
"id_122",2003-01-01,6154002,43.7922222222222,6.73444444444444,"2",1074,"6",-2.40999999999997,0.983,0.4937,1100,115,0,0,0,1,"C"
"id_123",2003-01-01,6163005,44.0919444444444,7.50361111111111,"4",1801,"1",-7.30999999999995,0.983,0.0771,1722,8,0,0,0,1,"B"
"id_124",2003-01-01,6163007,44.0497222222222,7.58777777777778,"2",663,"6",2.11000000000001,0.983,0.5927,785,22,0.1,0,0,0.9,"D"
"id_125",2003-01-01,7005001,44.5388888888889,4.58277777777778,"4",223,"6",5.59000000000003,0.986,0.3994,237,87,0,0,0,1,"E"
"id_127",2003-01-01,7011004,44.7122222222222,4.35222222222222,"2",594,"8",4.51000000000005,0.983,0.5494,507,58,0.005,0,0,0.995,"E"
"id_128",2003-01-01,7019005,44.6022222222222,4.40861111111111,"3",180,"6",3.65000000000003,0.984,0.4668,191,532,0.58,0,0,0.42,"D"
"id_129",2003-01-01,7025001,44.6661111111111,4.15972222222222,"1",480,"2",4.63000000000005,0.982,0.5234,616,13,0,0,0,1,"E"
"id_130",2003-01-01,7032003,44.6286111111111,4.56638888888889,"3",663,"2",3.71000000000004,0.984,0.6126,648,7,0,0,0,1,"E"
"id_132",2003-01-01,7066001,44.6977777777778,4.64916666666667,"3",212,"6",4.85000000000002,0.984,0.4742,223,109,0,0,0,1,"E"
"id_134",2003-01-01,7101001,44.4116666666667,4.30166666666667,"4",117,"8",3.61000000000001,0.984,0.4592,115,84,0,0,0,1,"D"
"id_135",2003-01-01,7101002,44.4113888888889,4.29583333333333,"2",109,"8",3.61000000000001,0.984,0.4592,115,84,0,0,0,1,"D"
"id_136",2003-01-01,7110001,44.4777777777778,4.23083333333333,"4",211,"8",5.03000000000003,0.984,0.5009,229,82,0,0,0,1,"E"
"id_137",2003-01-01,7117001,44.4613888888889,4.23472222222222,"3",262,"6",3.17000000000002,0.984,0.4995,258,4,0,0,0,1,"E"
"id_138",2003-01-01,7117002,44.4802777777778,4.20861111111111,"4",297,"6",5.33000000000004,0.986,0.483,279,86,0,0,0,1,"E"
"id_140",2003-01-01,7144001,44.5997222222222,4.04944444444444,"4",1202,"1",1.59000000000003,0.983,0.7367,1035,0,0,0,0,1,"D"
"id_141",2003-01-01,7154003,44.7433333333333,4.12833333333333,"3",1201,"1",-2.48999999999995,0.983,0.773,1251,4,0,0,0,1,"D"
"id_142",2003-01-01,7159001,44.5816666666667,4.5,"3",274,"6",4.39000000000004,0.985,0.4671,262,17,0.0075,0,0,0.9925,"D"
"id_143",2003-01-01,7161001,44.7161111111111,4.20777777777778,"2",609,"8",3.83000000000004,0.984,0.5301,641,216,0.16,0,0,0.84,"E"
"id_144",2003-01-01,7168001,44.2883333333333,4.42166666666667,"4",236,"8",4.37,0.984,0.4289,218,37,0,0,0,1,"E"
"id_147",2003-01-01,7228001,45.2602777777778,4.78361111111111,"3",285,"7",-5.04999999999995,0.975,0.4308,240,133,0.005,0,0,0.995,"E"
"id_148",2003-01-01,7230002,44.715,4.49166666666667,"2",751,"2",4.39000000000004,0.983,0.5135,855,0,0,0,0,1,"D"
"id_149",2003-01-01,7261001,44.8258333333333,4.77472222222222,"4",102,"8",-4.08999999999997,0.984,0.4779,174,65,0.005,0,0,0.995,"E"
"id_150",2003-01-01,7265001,45.2972222222222,4.64444444444444,"4",514,"2",-0.769999999999982,0.984,0.655,551,14,0,0.015,0,0.985,"E"
"id_151",2003-01-01,7294001,44.2961111111111,4.26,"2",156,"8",5.71000000000004,0.984,0.4562,151,205,0,0,0,1,"D"
"id_152",2003-01-01,7330004,44.3933333333333,4.40333333333333,"3",94,"8",5.71000000000004,0.984,0.512,100,70,0,0,0,1,"D"
"id_153",2003-01-01,7331001,44.6566666666667,4.36833333333333,"4",249,"8",5.43000000000001,0.983,0.499,315,658,0.385,0,0,0.615,"E"
"id_154",2003-01-01,7334003,44.4116666666667,4.11805555555556,"3",277,"8",6.29000000000002,0.984,0.5283,229,142,0,0,0,1,"E"
"id_155",2003-01-01,8046001,49.5716666666667,4.12888888888889,"4",133,"3",-5.70999999999998,0.985,0.2654,119,0,0,0,0,1,"D"
"id_158",2003-01-01,8239002,49.3916666666667,4.395,"2",99,"3",-2.82999999999998,0.984,0.3709,108,0,0,0,0,1,"D"
"id_159",2003-01-01,8381002,49.5,4.13333333333333,"2",69,"3",-5.64999999999998,0.986,0.3605,69,1,0.4725,0,0,0.5275,"D"
"id_161",2003-01-01,10223001,48.3452777777778,3.63666666666667,"4",133,"3",-1.60999999999996,0.984,0.407,122,37,0.025,0,0,0.975,"E"
"id_162",2003-01-01,10228002,48.3530555555556,4.4725,"1",144,"3",-2.44999999999999,0.986,0.4257,141,21,0,0.0075,0,0.9925,"E"
"id_166",2003-01-01,11012001,43.3080555555556,2.91166666666667,"4",38,"8",5.99000000000001,0.985,0.3316,38,322,0.27,0,0,0.73,"E"
"id_167",2003-01-01,11016003,43.1008333333333,2.50333333333333,"2",231,"6",6.35000000000002,0.984,0.5051,247,69,0,0,0,1,"E"
"id_170",2003-01-01,11115001,43.3511111111111,2.27222222222222,"4",466,"4",6.61000000000001,0.984,0.6894,485,6,0,0,0,1,"E"
"id_171",2003-01-01,11124003,42.9930555555556,2.81916666666667,"2",112,"8",5.69000000000005,0.984,0.3884,101,418,0.285,0,0,0.715,"E"
"id_173",2003-01-01,11168001,42.9091666666667,2.25055555555556,"1",417,"4",3.69000000000005,0.983,0.5448,412,9,0,0,0,1,"E"
"id_174",2003-01-01,11170001,43.1430555555556,3.13555555555556,"5",2,"8",1.29000000000002,0.983,0.602,17,8,0.0775,0.01,0,0.9125,"E"
"id_175",2003-01-01,11202001,42.9183333333333,3.06166666666667,"0",0,"8",6.39000000000004,0.986,0.482,31,12,0.065,0.205,0,0.73,"E"
"id_176",2003-01-01,11206003,43.0461111111111,2.20111111111111,"4",229,"6",4.49000000000001,0.98,0.4525,263,96,0,0,0,1,"E"
"id_177",2003-01-01,11221004,43.4086111111111,2.29222222222222,"1",761,"1",0.990000000000009,0.986,0.6489,770,33,0,0,0,1,"E"
"id_179",2003-01-01,11262002,43.1791666666667,3.01916666666667,"2",6,"8",6.73000000000002,0.973,0.3211,6,334,0.7625,0,0,0.2375,"E"
"id_181",2003-01-01,11295001,43.0411111111111,2.94361111111111,"4",28,"8",6.17000000000002,0.985,0.4306,24,5,0,0,0,1,"E"
"id_182",2003-01-01,11333001,43.0038888888889,2.04555555555556,"2",588,"4",3.79000000000002,0.983,0.6744,565,0,0,0,0,1,"E"
"id_184",2003-01-01,11401001,42.8883333333333,2.72333333333333,"4",160,"8",5.79000000000002,0.985,0.3256,157,620,0.325,0,0,0.675,"E"
"id_185",2003-01-01,11404001,43.2647222222222,2.30222222222222,"4",123,"7",5.33000000000004,0.984,0.4362,135,32,0,0,0,1,"E"
"id_187",2003-01-01,12051001,44.8347222222222,2.81388888888889,"4",933,"1",2.13000000000005,0.985,0.6043,937,100,0,0,0,1,"E"
"id_189",2003-01-01,12145001,44.1186111111111,3.01944444444444,"0",708,"2",3.15000000000003,0.986,0.5565,668,0,0,0,0,1,"E"
"id_190",2003-01-01,12154002,43.8772222222222,2.83611111111111,"4",342,"6",4.11000000000001,0.985,0.631,348,208,0.17,0,0,0.83,"E"
"id_191",2003-01-01,12154003,43.8916666666667,2.83638888888889,"1",366,"6",4.73000000000002,0.985,0.6294,387,10,0,0,0,1,"E"
"id_193",2003-01-01,13001006,43.5047222222222,5.36555555555555,"2",106,"8",5.97000000000003,0.975,0.4635,109,349,0.7825,0,0,0.2175,"E"
"id_194",2003-01-01,13001009,43.5294444444444,5.42444444444445,"1",175,"8",6.61000000000001,0.973,0.379,180,7910,0.99,0,0,0.01,"E"
"id_198",2003-01-01,13005003,43.3072222222222,5.60111111111111,"2",129,"8",6.45000000000005,0.982,0.4857,127,161,0.03,0,0,0.97,"E"
"id_199",2003-01-01,13010001,43.9166666666667,4.74333333333333,"2",20,"8",6.15000000000003,0.986,0.5485,18,11,0,0,0,1,"E"
"id_200",2003-01-01,13022001,43.2183333333333,5.53333333333333,"4",66,"8",8.49000000000001,0.982,0.4842,100,897,0.42,0,0,0.58,"E"
"id_201",2003-01-01,13022003,43.2222222222222,5.50305555555556,"1",212,"8",8.35000000000002,0.984,0.6295,207,0,0,0,0,1,"E"
"id_202",2003-01-01,13028001,43.1733333333333,5.57388888888889,"3",65,"8",9.57000000000005,0.983,0.693,209,6,0,0,0.02,0.98,"E"
"id_204",2003-01-01,13036003,43.8461111111111,4.83416666666667,"2",16,"8",4.53000000000003,0.984,0.442,18,540,0.095,0,0,0.905,"E"
"id_205",2003-01-01,13037001,43.5483333333333,5.2,"2",45,"8",6.37,0.984,0.4181,43,427,0.13,0,0,0.87,"E"
"id_206",2003-01-01,13042001,43.2883333333333,5.61833333333333,"2",118,"8",6.11000000000001,0.98,0.3845,113,289,0.19,0,0,0.81,"E"
"id_207",2003-01-01,13047001,43.5230555555556,4.92222222222222,"0",21,"8",5.83000000000004,0.982,0.362,20,0,1,0,0,0,"E"
"id_208",2003-01-01,13050001,43.6686111111111,5.28638888888889,"2",269,"8",5.29000000000002,0.984,0.4139,283,11,0,0,0,1,"E"
"id_211",2003-01-01,13055001,43.3058333333333,5.39388888888889,"4",69,"8",7.91000000000003,0.973,0.2381,57,19163,1,0,0,0,"E"
"id_212",2003-01-01,13055025,43.2555555555556,5.38,"1",0,"8",9.95000000000005,0.976,0.4447,11,4710,1,0,0,0,"E"
"id_213",2003-01-01,13056002,43.3316666666667,5.05333333333333,"3",22,"8",8.43000000000001,0.986,0.485,9,196,0.49,0.32,0,0.19,"E"
"id_214",2003-01-01,13059003,43.6416666666667,5.51333333333333,"2",220,"8",5.37,0.984,0.4308,200,102,0,0,0,1,"E"
"id_215",2003-01-01,13060002,43.4866666666667,5.52666666666667,"2",177,"8",5.99000000000001,0.984,0.4599,192,59,0.26,0,0,0.74,"E"
"id_217",2003-01-01,13074002,43.6233333333333,5.58666666666667,"2",334,"8",6.75000000000006,0.985,0.6787,331,6,0,0,0,1,"E"
"id_218",2003-01-01,13077001,43.4322222222222,5.0025,"2",17,"8",7.09000000000003,0.983,0.5037,47,42,0,0,0,1,"E"
"id_219",2003-01-01,13078001,43.4716666666667,4.78666666666667,"4",2,"8",6.19000000000005,0.986,0.3161,2,7,0,0,0,1,"E"
"id_220",2003-01-01,13080001,43.6388888888889,5.44361111111111,"2",286,"8",5.81,0.984,0.4821,304,87,0,0,0,1,"E"
"id_221",2003-01-01,13085001,43.2513888888889,5.625,"4",323,"8",7.41000000000003,0.984,0.6064,335,160,0,0,0,1,"E"
"id_222",2003-01-01,13086001,43.3666666666667,5.61166666666667,"2",187,"8",6.97000000000003,0.984,0.5148,220,481,0.27,0,0,0.73,"E"
"id_223",2003-01-01,13089001,43.8283333333333,4.97166666666667,"4",63,"8",5.27000000000004,0.984,0.5034,61,22,0,0,0,1,"E"
"id_224",2003-01-01,13091001,43.5913888888889,5.25138888888889,"2",180,"8",6.21000000000004,0.983,0.6541,204,2,0,0,0,1,"E"
"id_225",2003-01-01,13097002,43.5966666666667,4.85166666666667,"2",24,"8",5.65000000000003,0.984,0.4846,24,0,0,0,0,1,"E"
"id_226",2003-01-01,13103001,43.6036111111111,5.10416666666667,"0",57,"8",6.79000000000002,0.984,0.4579,59,15,0.5,0,0,0.5,"E"
"id_227",2003-01-01,13108004,43.8297222222222,4.64027777777778,"1",11,"8",6.83000000000004,0.984,0.267,10,1,0,0.315,0,0.685,"E"
"id_229",2003-01-01,13111002,43.5511111111111,5.68,"2",562,"6",4.19000000000005,0.984,0.6431,597,2,0,0,0,1,"E"
"id_230",2003-01-01,15119001,45.2627777777778,3.19722222222222,"4",532,"4",2.23000000000002,0.984,0.5902,581,226,0.23,0,0,0.77,"E"
"id_232",2003-01-01,15187006,45.0244444444444,3.06722222222222,"2",906,"4",-0.129999999999995,0.984,0.6223,896,29,0,0,0,1,"D"
"id_233",2003-01-01,15231001,45.1138888888889,3.03722222222222,"4",984,"4",0.130000000000052,0.985,0.5248,1012,0,0.015,0,0,0.985,"D"
"id_236",2003-01-01,18057003,46.5661111111111,2.21777777777778,"4",246,"3",4.49000000000001,0.986,0.5906,251,274,0.44,0,0,0.56,"E"
"id_238",2003-01-01,18066002,46.9922222222222,2.18222222222222,"2",148,"3",4.55000000000001,0.984,0.4001,147,53,0,0,0,1,"E"
"id_240",2003-01-01,18087003,46.9055555555556,2.55777777777778,"2",168,"3",4.83000000000004,0.984,0.5535,161,5,0,0,0,1,"E"
"id_242",2003-01-01,18125004,47.4577777777778,2.89305555555556,"1",139,"3",5.39000000000004,0.984,0.5417,140,4,0,0,0,1,"E"
"id_243",2003-01-01,18127001,46.7577777777778,2.16833333333333,"4",168,"3",4.59000000000003,0.984,0.6867,165,625,0.595,0,0,0.405,"E"
"id_244",2003-01-01,18135001,46.6727777777778,2.22361111111111,"2",219,"3",3.93000000000001,0.985,0.728,220,8,0,0,0,1,"E"
"id_246",2003-01-01,18175003,46.9252777777778,2.80333333333333,"1",217,"3",5.49000000000001,0.985,0.7008,211,18,0,0,0,1,"E"
"id_247",2003-01-01,18187004,46.4252777777778,2.23638888888889,"1",463,"3",3.85000000000002,0.985,0.6171,439,11,0,0,0,1,"E"
"id_249",2003-01-01,18241002,47.3361111111111,2.79888888888889,"2",234,"3",6.21000000000004,0.984,0.3269,258,112,0.22,0,0,0.78,"E"
"id_252",2003-01-01,22052001,48.365,-3.41166666666667,"4",163,"5",6.97000000000003,0.984,0.6914,152,10,0,0,0,1,"E"
"id_253",2003-01-01,22092001,48.4038888888889,-3.14777777777778,"1",274,"5",4.01000000000005,0.985,0.6254,265,8,0,0,0,1,"E"
"id_255",2003-01-01,22168001,48.8258333333333,-3.47305555555556,"0",48,"5",4.11000000000001,0.988,0.624,42,598,0.58,0.025,0,0.395,"E"
"id_256",2003-01-01,22203002,48.335,-2.77027777777778,"4",194,"5",6.45000000000005,0.984,0.6967,186,233,0.04,0,0,0.96,"E"
"id_257",2003-01-01,22223002,48.5619444444444,-3.20444444444444,"4",144,"5",6.59000000000003,0.984,0.6698,139,111,0.245,0,0,0.755,"E"
"id_263",2003-01-01,23031002,46.3433333333333,2.22861111111111,"2",379,"3",4.25000000000006,0.984,0.5551,378,571,0.435,0,0,0.565,"E"
